day,endpoint,conversion_scale_factor,unclipped_conversion_scale_factor,solver_status,capacity_activation_eligible,hull_baseline_cost_min_usd,hull_baseline_cost_max_usd,continuous_segment_minimum_baseline_cost_usd,counterfactual_cost_usd,payment_interval_lower_usd,payment_interval_upper_usd,payment_interval_width_usd,selected_reference_payment_usd,oracle_payment_usd,oracle_inside_interval,candidate_hull_vertices,candidate_hull_definition,schema_version,endpoint_profile_checksum
104,q01,0.5844748596130233,0.5844748596130233,optimal,True,106367.20781927899,106367.20781927899,106367.20781927895,106367.49054676754,-0.28272748859308194,-0.2827274885494262,4.3655745685100555e-11,-0.2827274885494262,68.49821390128636,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
104,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
105,q01,0.5844748596130233,0.5844748596130233,optimal,True,106410.24088442787,106412.20994214219,106410.24088442783,106432.67672789935,-22.435843471525004,-20.466785757162143,1.9690577143628616,-20.466785757162143,-36.715976193518145,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
105,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
106,q01,0.5844748596130233,0.5844748596130233,optimal,True,106374.22535739736,106374.22535739739,106374.22535739733,106374.87950525903,-0.6541478617000394,-0.6541478616418317,5.820766091346741e-11,-0.6541478616418317,30.871901438673376,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
106,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
107,q01,0.5844748596130233,0.5844748596130233,optimal,True,106435.10992434635,106435.10992434635,106435.1099243463,106459.14797718296,-24.038052836665884,-24.038052836607676,5.820766091346741e-11,-24.038052836607676,-8.215522759288433,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
107,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
108,q01,0.5844748596130233,0.5844748596130233,optimal,True,106389.71790499553,106389.71790499553,106389.71790499549,106392.26774974917,-2.5498447536811,-2.5498447536374442,4.3655745685100555e-11,-2.5498447536374442,93.75750196423905,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
108,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
109,q01,0.5844748596130233,0.5844748596130233,optimal,True,106533.27144848557,106563.81943885214,106533.27144848552,106630.65090042092,-97.37945193539781,-66.83146156878502,30.547990366612794,-66.83146156878502,-107.3927303153032,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
109,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
110,q01,0.5844748596130233,0.5844748596130233,optimal,True,106404.19931280473,106404.19931280473,106404.19931280469,106418.88528835654,-14.685975551852607,-14.685975551808951,4.3655745685100555e-11,-14.685975551808951,31.97093816123379,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
110,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
111,q01,0.5844748596130233,0.5844748596130233,optimal,True,106433.5095676412,106433.50956764122,106433.50956764116,106449.69725176413,-16.187684122967767,-16.18768412290956,5.820766091346741e-11,-16.18768412290956,93.64552393063786,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
111,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
112,q01,0.5844748596130233,0.5844748596130233,optimal,True,106421.13469377397,106421.13469377397,106421.1346937739,106441.67369774797,-20.53900397407415,-20.53900397400139,7.275957614183426e-11,-20.53900397400139,128.52554533147486,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
112,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
113,q01,0.5844748596130233,0.5844748596130233,optimal,True,106504.62195130927,106512.45518563321,106504.62195130921,106558.88158258855,-54.25963127934665,-46.42639695534308,7.83323432400357,-46.42639695534308,-34.41194118965359,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
113,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
114,q01,0.5844748596130233,0.5844748596130233,optimal,True,106663.12345251956,106703.44351449591,106663.1234525195,106801.29641312148,-138.17296060197987,-97.85289862556965,40.320061976410216,-97.85289862556965,61.17436586742406,0.0,2,continuous affine segment between selected reference and payment-certified profile; exact joint LP minimum and convex endpoint maximum,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
114,q99,2.6930887095833507,2.6930887095833507,infeasible_under_committed_capacity,False,,,,,,,,,,,2,raw q99 stress endpoint retained without payment activation,10,2e53d9700e52b0cbcef62d79ebbdd53769f5a767736f9b41c2fde9441d90b165
