network,snapshot_index,day,event_slot,method,peak_dc_penetration,outage,solver_success,maximum_apparent_line_loading,maximum_voltage_violation_pu,minimum_voltage_pu,maximum_nonreference_active_plan_deviation_mw,reference_generator_loss_recourse_mw,load_multiplier,data_center_power_factor,profile_scale_reference,payment_reference_penetration,payment_network_scale,dc_power_scale,validation_trace_peak_mw,schema_version
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,27,1,0.921408251510632,0.0,0.9868467052597514,1.2130556115153013e-08,12.119763946483275,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,28,1,0.9525947864654298,0.0,0.9870956053152535,8.316786269952162e-09,2.4588163546686843,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,29,1,0.9227914501266725,0.0,0.9873795343490224,2.622073225211352e-09,3.590644715357172,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,30,1,0.9234220176461785,0.0,0.9877789092363667,8.341590560724038e-09,4.151732723961132,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,31,1,0.9236385727349693,0.0,0.987801464543036,8.05005129222991e-09,0.13241870308904424,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,32,1,0.9236385727349693,0.0,0.987801464543036,8.05005129222991e-09,0.13241870308904424,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,33,1,0.9239209286781269,0.0,0.9878851072918158,1.3670046428160276e-08,0.09236519757980943,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,34,1,0.9239209286781269,0.0,0.9878851072918158,1.3670046428160276e-08,0.09236519757980943,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,35,1,0.9240172649645714,0.0,0.9879501386602636,1.680291461525485e-09,0.3645826007815032,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,36,1,0.9240172649645714,0.0,0.9879501386602636,1.680291461525485e-09,0.3645826007815032,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.09,37,1,0.9245256798936455,0.0,0.9878502983287591,7.580423563911925e-09,5.277419276586954,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,0,1,0.9417442502517999,0.0,0.9880411356444232,4.676081029223984e-10,0.11088717325486641,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,1,1,0.9377318604083863,0.0,0.9881082499741902,7.123906300542117e-09,0.6479732023408928,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,2,1,0.8854138822967463,0.0,0.990612529402791,2.2532731236424297e-10,0.968022440049296,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,3,1,0.9059174340719099,0.0,0.9814673975636548,5.269271241559181e-09,0.9328583890996072,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,4,1,0.9999999955983717,0.0,0.9538713581909462,6.472847057091825e-10,2.2459886214669353,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,5,1,0.9216790450815097,0.0,0.9893680185911385,1.000091742753284e-08,0.8416635133973926,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,7,1,0.9515688599834834,0.0,0.9885821245847614,7.640143175881902e-09,1.2214264700304795,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,8,1,0.9532017639301211,0.0,0.9828478733799073,1.9424589936534176e-08,0.5775830955129209,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,13,1,0.9395751611072337,0.0,0.9811229434496616,6.167738320073113e-09,2.1797770705651516,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,14,1,0.9449940911844706,0.0,0.9812169799151167,9.536165634926874e-09,2.2171089359329272,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,15,1,0.8818565545741306,0.0,1.001134821180871,7.471498975064605e-10,5.756900614780832,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,16,1,0.8891131703527001,0.0,0.9920838010283939,8.275264917756431e-10,6.227529096356008,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,17,1,0.9140571320733724,0.0,0.9909827163472487,1.2543637240014505e-09,1.4731058243379636,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,18,1,0.8981963027483502,0.0,0.988182316199239,1.5748750739433538e-09,10.641831633358734,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,19,1,0.9059529578701033,0.0,1.0018035519512243,1.8812329471984413e-10,1.4588158369467266,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,20,1,0.9514219888237522,0.0,0.9869180695433616,3.420041139179375e-09,12.695227236629435,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,21,1,0.9781354148365748,0.0,0.9906233697376968,8.375830614359269e-09,10.902083185824779,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,22,1,0.8927858970870295,0.0,0.9680059104255104,1.1101690233772388e-08,34.138106900136364,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,23,1,0.9214114624775361,0.0,0.9871615718724446,8.599215561844176e-09,1.106583204257845,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,24,1,0.9259117562326543,0.0,0.9879764520263952,2.8449228806242068e-09,4.539506326962794,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,25,1,0.9259117562326543,0.0,0.9879764520263952,2.8449228806242068e-09,4.539506326962794,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,27,1,0.922284554588048,0.0,0.9870013875664713,1.2416478512022877e-08,12.118386368979472,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,28,1,0.9523835691956289,0.0,0.9872499837540236,8.49565657357976e-09,2.4533374806865993,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,29,1,0.9236740954157342,0.0,0.9875345490898128,2.7978899197478313e-09,3.589933003363001,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,30,1,0.9243236129414532,0.0,0.9879302313666474,6.927083284476045e-09,4.15168332326904,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,31,1,0.9245361021965403,0.0,0.9879541445125601,5.406434411270311e-09,0.13235924948378397,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,32,1,0.9245361021965403,0.0,0.9879541445125601,5.406434411270311e-09,0.13235924948378397,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,33,1,0.9248807045352179,0.0,0.9880211686694432,5.621359377983026e-09,0.09267423805434305,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,34,1,0.9248807045352179,0.0,0.9880211686694432,5.621359377983026e-09,0.09267423805434305,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,35,1,0.9249194912792426,0.0,0.9881027618842434,1.555008566356264e-09,0.36511980298942603,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,36,1,0.9249194912792426,0.0,0.9881027618842434,1.555008566356264e-09,0.36511980298942603,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.06,37,1,0.9254208031924005,0.0,0.9880047034954427,7.558983388972044e-09,5.277964873185638,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,0,1,0.9445004735634955,0.0,0.9881939648852337,2.425874420990485e-10,0.1312270665472397,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,1,1,0.9388500149369936,0.0,0.9882813343085193,5.756394220799314e-09,0.6590704134845851,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,2,1,0.8859716716525796,0.0,0.9907001341196765,2.553406375227496e-10,0.9455311921472855,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,3,1,0.9069880244656496,0.0,0.9815100015919983,6.136076535767643e-09,0.913308787232026,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,4,1,0.9999999955899016,0.0,0.9540099490782852,5.973473541357672e-10,2.2229314868850736,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,5,1,0.9225719952020066,0.0,0.9895209306590605,1.0013366136263357e-08,0.837711835222521,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,7,1,0.9529293199575372,0.0,0.9887397484456073,6.794425202053336e-09,1.246576047397994,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,8,1,0.9547027406182489,0.0,0.9829870173457462,1.790323267414351e-08,0.5930977305703777,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,13,1,0.9405851011566276,0.0,0.9812933678120971,8.343988611159148e-09,2.1775890165567517,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,14,1,0.9460458770892042,0.0,0.981373573970884,9.212499207933433e-09,2.215713939348632,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,15,1,0.8823146119424248,0.0,1.001098990843171,8.353708835784346e-10,5.768613078421495,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,16,1,0.8896639804036762,0.0,0.9922607662809613,1.8011405700235628e-09,6.2426600780440396,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,17,1,0.9148964054146841,0.0,0.9911583394835617,8.985807653516531e-10,1.4819162005491648,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,18,1,0.898700611139399,0.0,0.9881406897908104,9.147811397269834e-10,10.637889922340477,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,19,1,0.9064574338545526,0.0,1.0017705155270882,1.3864881555123608e-09,1.46524909290207,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,20,1,0.9513772377773223,0.0,0.9870763257647043,2.7682744985213503e-09,12.696844516389277,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,21,1,0.9779835581324785,0.0,0.9907748931308098,8.148300227967497e-09,10.890383086310393,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,22,1,0.8931993163490548,0.0,0.9679556243713325,1.0682185802579625e-08,34.129352336838025,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,23,1,0.9222948931587603,0.0,0.9873156701729978,9.999212124967016e-09,1.1040507516146079,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,24,1,0.9268102738152524,0.0,0.9881325004023969,2.4728768671587824e-09,4.54067145945406,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,25,1,0.9268102738152524,0.0,0.9881325004023969,2.4728768671587824e-09,4.54067145945406,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,27,1,0.9231641012802903,0.0,0.9871563895066345,1.1698830348905176e-08,12.117010874314914,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,28,1,0.9521724071135456,0.0,0.9874047048660076,8.746957706720384e-09,2.447868229072057,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,29,1,0.9245594247982417,0.0,0.9876899087156137,3.0569822229153942e-09,3.589223152701507,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,30,1,0.9252374994670148,0.0,0.988079178914463,1.742851594549537e-09,4.151647022720212,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,31,1,0.92543429255911,0.0,0.9881077180065668,4.4174157665111125e-09,0.13229386621557637,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,32,1,0.92543429255911,0.0,0.9881077180065668,4.4174157665111125e-09,0.13229386621557637,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,33,1,0.9257820542373739,0.0,0.9881748097805989,5.972196959191933e-09,0.09298044167991293,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,34,1,0.9257820542373739,0.0,0.9881748097805989,5.972196959191933e-09,0.09298044167991293,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,35,1,0.9258243522099454,0.0,0.9882557230372524,1.4204601939127315e-09,0.3656567031221414,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,36,1,0.9258243522099454,0.0,0.9882557230372524,1.4204601939127315e-09,0.3656567031221414,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,3,88,71,Trace-Anchored Reference,0.03,37,1,0.9263182620540236,0.0,0.98815954357403,7.694487824078726e-09,5.278511013800397,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,0,1,0.9440643434845682,0.0,0.987840232625601,1.2371256159843353e-09,0.15122566219223188,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,1,1,0.9365205914745801,0.0,0.9878781646242017,4.036132485434979e-09,0.6316561518440409,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,2,1,0.8848797297699755,0.0,0.9905103000888025,4.448565960046835e-10,1.0029808625301087,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,3,1,0.9048321350437922,0.0,0.9814157208571559,3.6449137041927315e-09,0.9543452874960394,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,4,1,0.9999999956225967,0.0,0.9536868329786595,5.234443144723161e-10,2.2725177740843066,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,5,1,0.9207538919275299,0.0,0.9891676047726109,1.0000064776249928e-08,0.8477106038174327,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,7,1,0.950246281118597,0.0,0.9883622544672601,7.639187124313705e-09,1.1941641320859588,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,8,1,0.9514079817939272,0.0,0.9826705306245348,2.188153302995488e-08,0.5538104196275384,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,13,1,0.9384983506661934,0.0,0.9809233888715367,8.135998541547451e-09,2.184136005527293,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,14,1,0.9439329387841482,0.0,0.9810103363231122,1.0969415598083287e-08,2.2203051092617443,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,15,1,0.8813391085713792,0.0,1.0011880201024101,5.514380063686986e-10,5.741847048789182,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,16,1,0.8885772839836226,0.0,0.991851661489794,4.473385459532837e-09,6.207507648442203,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,17,1,0.9132134257333006,0.0,0.9907567500109518,1.3358771866478492e-09,1.461998145880301,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,18,1,0.8977197123508536,0.0,0.9882430344719872,6.102827133622453e-10,10.649285830051426,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,19,1,0.9053191902482483,0.0,1.001807868443686,1.7788437389754108e-10,1.4513267406068735,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,20,1,0.9515105228036286,0.0,0.9867113085244753,3.857735464407597e-09,12.694172394545504,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,21,1,0.9783614211279751,0.0,0.990424029417871,8.48441304973288e-09,10.917861288446716,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,22,1,0.8923792278988171,0.0,0.9680794124728157,8.681411145516904e-09,34.153431908767004,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,23,1,0.9205127296780045,0.0,0.9869593604195339,8.857568900566548e-09,1.110419974747046,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,24,1,0.925006110516499,0.0,0.9877717417221985,3.5401598224157267e-09,4.537776002255811,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,25,1,0.925006110516499,0.0,0.9877717417221985,3.5401598224157267e-09,4.537776002255811,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,27,1,0.9213962481183139,0.0,0.9867976679595419,1.0893757007579552e-08,12.12053600245575,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,4,114,64,Payment-Certified N-1 Verifier,0.09,28,1,0.9526995390107361,0.0,0.9870466750732818,8.589761617369476e-09,2.4611585755976364,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
