day,peak_event_slot,participant_count,members_per_site,site,participant_bus_zero_based,exact_per_member_shapley_usd,site_total_shapley_usd,grand_coalition_value_usd,budget_residual_usd,count_states_evaluated,full_coalitions_avoided,solve_seconds,network,checkpoint_schema_version,panel_checksum
73,67,16,4,4,20,-0.57366091381796,-2.29464365527184,-6.696501401982459,-1.1546319456101628e-14,625,64911,4.246521446999395,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
73,67,20,5,1,2,8.192877400584258,40.96438700292129,-6.696501401982459,4.529709940470639e-14,1296,1047280,8.772504846001539,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
73,67,20,5,2,7,-8.528258822480666,-42.64129411240333,-6.696501401982459,4.529709940470639e-14,1296,1047280,8.772504846001539,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
73,67,20,5,3,14,-0.5449901274456149,-2.7249506372280745,-6.696501401982459,4.529709940470639e-14,1296,1047280,8.772504846001539,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
73,67,20,5,4,20,-0.4589287310544604,-2.294643655272302,-6.696501401982459,4.529709940470639e-14,1296,1047280,8.772504846001539,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,4,1,1,2,43.97789478278537,43.97789478278537,0.0,0.0,16,0,0.11634767199939233,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,4,1,2,7,-43.97789478278537,-43.97789478278537,0.0,0.0,16,0,0.11634767199939233,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,4,1,3,14,0.0,0.0,0.0,0.0,16,0,0.11634767199939233,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,4,1,4,20,0.0,0.0,0.0,0.0,16,0,0.11634767199939233,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,8,2,1,2,22.00476741386804,44.00953482773608,0.0,7.105427357601002e-15,81,175,0.5608889119976084,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,8,2,2,7,-22.004767413868038,-44.009534827736076,0.0,7.105427357601002e-15,81,175,0.5608889119976084,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,8,2,3,14,0.0,0.0,0.0,7.105427357601002e-15,81,175,0.5608889119976084,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,8,2,4,20,0.0,0.0,0.0,7.105427357601002e-15,81,175,0.5608889119976084,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,12,3,1,2,14.673536281156283,44.02060884346885,0.0,3.197442310920451e-14,256,3840,1.7254864780006756,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,12,3,2,7,-14.673536281156272,-44.020608843468814,0.0,3.197442310920451e-14,256,3840,1.7254864780006756,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,12,3,3,14,0.0,0.0,0.0,3.197442310920451e-14,256,3840,1.7254864780006756,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,12,3,4,20,0.0,0.0,0.0,3.197442310920451e-14,256,3840,1.7254864780006756,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,16,4,1,2,11.005999712071556,44.023998848286226,0.0,-2.842170943040401e-14,625,64911,4.420205165999505,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,16,4,2,7,-11.005999712071564,-44.023998848286254,0.0,-2.842170943040401e-14,625,64911,4.420205165999505,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,16,4,3,14,0.0,0.0,0.0,-2.842170943040401e-14,625,64911,4.420205165999505,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,16,4,4,20,0.0,0.0,0.0,-2.842170943040401e-14,625,64911,4.420205165999505,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,20,5,1,2,8.804930702809575,44.02465351404787,0.0,-7.105427357601002e-14,1296,1047280,8.616192554000008,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,20,5,2,7,-8.804930702809589,-44.02465351404794,0.0,-7.105427357601002e-14,1296,1047280,8.616192554000008,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,20,5,3,14,0.0,0.0,0.0,-7.105427357601002e-14,1296,1047280,8.616192554000008,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
74,64,20,5,4,20,0.0,0.0,0.0,-7.105427357601002e-14,1296,1047280,8.616192554000008,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,4,1,1,2,129.1786859736103,129.1786859736103,-0.9128533780331054,2.842170943040401e-14,16,0,0.10460066499945242,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,4,1,2,7,-130.09153935164338,-130.09153935164338,-0.9128533780331054,2.842170943040401e-14,16,0,0.10460066499945242,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,4,1,3,14,0.0,0.0,-0.9128533780331054,2.842170943040401e-14,16,0,0.10460066499945242,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,4,1,4,20,0.0,0.0,-0.9128533780331054,2.842170943040401e-14,16,0,0.10460066499945242,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,8,2,1,2,64.55442479295428,129.10884958590856,-0.9128533780331054,0.0,81,175,0.5332277980014624,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,8,2,2,7,-65.01085148197083,-130.02170296394166,-0.9128533780331054,0.0,81,175,0.5332277980014624,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,8,2,3,14,0.0,0.0,-0.9128533780331054,0.0,81,175,0.5332277980014624,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,8,2,4,20,0.0,0.0,-0.9128533780331054,0.0,81,175,0.5332277980014624,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,12,3,1,2,43.043601075165036,129.1308032254951,-0.9128533780331054,7.105427357601002e-14,256,3840,1.692302240000572,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,12,3,2,7,-43.34788553450938,-130.04365660352815,-0.9128533780331054,7.105427357601002e-14,256,3840,1.692302240000572,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,12,3,3,14,0.0,0.0,-0.9128533780331054,7.105427357601002e-14,256,3840,1.692302240000572,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,12,3,4,20,0.0,0.0,-0.9128533780331054,7.105427357601002e-14,256,3840,1.692302240000572,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,16,4,1,2,32.29394762453417,129.17579049813668,-0.9128533780331054,-2.842170943040401e-14,625,64911,4.117418564997934,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,16,4,2,7,-32.52216096904245,-130.0886438761698,-0.9128533780331054,-2.842170943040401e-14,625,64911,4.117418564997934,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,16,4,3,14,0.0,0.0,-0.9128533780331054,-2.842170943040401e-14,625,64911,4.117418564997934,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,16,4,4,20,0.0,0.0,-0.9128533780331054,-2.842170943040401e-14,625,64911,4.117418564997934,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,20,5,1,2,25.842510802115424,129.21255401057712,-0.9128533780331054,-6.394884621840902e-14,1296,1047280,8.599052494999341,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,20,5,2,7,-26.025081477722058,-130.12540738861028,-0.9128533780331054,-6.394884621840902e-14,1296,1047280,8.599052494999341,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,20,5,3,14,0.0,0.0,-0.9128533780331054,-6.394884621840902e-14,1296,1047280,8.599052494999341,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
75,67,20,5,4,20,0.0,0.0,-0.9128533780331054,-6.394884621840902e-14,1296,1047280,8.599052494999341,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,4,1,1,2,30.554916021783352,30.554916021783352,0.0,0.0,16,0,0.10510309999881429,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,4,1,2,7,-30.554916021783352,-30.554916021783352,0.0,0.0,16,0,0.10510309999881429,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,4,1,3,14,0.0,0.0,0.0,0.0,16,0,0.10510309999881429,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,4,1,4,20,0.0,0.0,0.0,0.0,16,0,0.10510309999881429,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,8,2,1,2,15.259494818694593,30.518989637389186,0.0,0.0,81,175,0.5416709380006068,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,8,2,2,7,-15.259494818694593,-30.518989637389186,0.0,0.0,81,175,0.5416709380006068,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,8,2,3,14,0.0,0.0,0.0,0.0,81,175,0.5416709380006068,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,8,2,4,20,0.0,0.0,0.0,0.0,81,175,0.5416709380006068,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,12,3,1,2,10.169467917364864,30.508403752094594,0.0,-1.5987211554602254e-14,256,3840,1.77391665200048,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,12,3,2,7,-10.16946791736487,-30.50840375209461,0.0,-1.5987211554602254e-14,256,3840,1.77391665200048,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,12,3,3,14,0.0,0.0,0.0,-1.5987211554602254e-14,256,3840,1.77391665200048,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,12,3,4,20,0.0,0.0,0.0,-1.5987211554602254e-14,256,3840,1.77391665200048,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,16,4,1,2,7.62655341288486,30.50621365153944,0.0,2.1316282072803006e-14,625,64911,4.631152073001431,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,16,4,2,7,-7.626553412884855,-30.50621365153942,0.0,2.1316282072803006e-14,625,64911,4.631152073001431,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,16,4,3,14,0.0,0.0,0.0,2.1316282072803006e-14,625,64911,4.631152073001431,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,16,4,4,20,0.0,0.0,0.0,2.1316282072803006e-14,625,64911,4.631152073001431,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,20,5,1,2,6.100664545189795,30.503322725948973,0.0,-3.108624468950438e-14,1296,1047280,9.160549440999603,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,20,5,2,7,-6.100664545189801,-30.503322725949005,0.0,-3.108624468950438e-14,1296,1047280,9.160549440999603,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,20,5,3,14,0.0,0.0,0.0,-3.108624468950438e-14,1296,1047280,9.160549440999603,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
76,70,20,5,4,20,0.0,0.0,0.0,-3.108624468950438e-14,1296,1047280,9.160549440999603,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,4,1,1,2,5.3376861471327475,5.3376861471327475,-6.133465750535834,0.0,16,0,0.10604450900063966,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,4,1,2,7,-5.337686147132142,-5.337686147132142,-6.133465750535834,0.0,16,0,0.10604450900063966,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,4,1,3,14,-6.133465750536439,-6.133465750536439,-6.133465750535834,0.0,16,0,0.10604450900063966,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,4,1,4,20,0.0,0.0,-6.133465750535834,0.0,16,0,0.10604450900063966,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,8,2,1,2,2.6688430735664346,5.337686147132869,-6.133465750535834,2.6645352591003757e-15,81,175,0.5376661400005105,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,8,2,2,7,-2.66884307356607,-5.33768614713214,-6.133465750535834,2.6645352591003757e-15,81,175,0.5376661400005105,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,8,2,3,14,-3.06673287526828,-6.13346575053656,-6.133465750535834,2.6645352591003757e-15,81,175,0.5376661400005105,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,8,2,4,20,0.0,0.0,-6.133465750535834,2.6645352591003757e-15,81,175,0.5376661400005105,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,12,3,1,2,1.779228715710484,5.337686147131452,-6.133465750535834,1.7763568394002505e-15,256,3840,1.7114075030003733,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,12,3,2,7,-1.7792287157102644,-5.3376861471307935,-6.133465750535834,1.7763568394002505e-15,256,3840,1.7114075030003733,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,12,3,3,14,-2.044488583512164,-6.133465750536491,-6.133465750535834,1.7763568394002505e-15,256,3840,1.7114075030003733,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,12,3,4,20,0.0,0.0,-6.133465750535834,1.7763568394002505e-15,256,3840,1.7114075030003733,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,16,4,1,2,1.3344215367830607,5.337686147132243,-6.133465750535834,7.993605777301127e-15,625,64911,4.207400555002096,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,16,4,2,7,-1.3344215367829753,-5.337686147131901,-6.133465750535834,7.993605777301127e-15,625,64911,4.207400555002096,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,16,4,3,14,-1.533366437634042,-6.133465750536168,-6.133465750535834,7.993605777301127e-15,625,64911,4.207400555002096,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,16,4,4,20,0.0,0.0,-6.133465750535834,7.993605777301127e-15,625,64911,4.207400555002096,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,20,5,1,2,1.06753722942641,5.33768614713205,-6.133465750535834,1.2434497875801753e-14,1296,1047280,8.633233058997575,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,20,5,2,7,-1.0675372294261745,-5.3376861471308725,-6.133465750535834,1.2434497875801753e-14,1296,1047280,8.633233058997575,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,20,5,3,14,-1.2266931501073999,-6.133465750536999,-6.133465750535834,1.2434497875801753e-14,1296,1047280,8.633233058997575,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
77,64,20,5,4,20,0.0,0.0,-6.133465750535834,1.2434497875801753e-14,1296,1047280,8.633233058997575,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,4,1,1,2,9.694803232799284,9.694803232799284,-17.861368348741962,3.552713678800501e-15,16,0,0.10660323899719515,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,4,1,2,7,-15.893756622770068,-15.893756622770068,-17.861368348741962,3.552713678800501e-15,16,0,0.10660323899719515,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,4,1,3,14,-7.083936687077009,-7.083936687077009,-17.861368348741962,3.552713678800501e-15,16,0,0.10660323899719515,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,4,1,4,20,-4.578478271694166,-4.578478271694166,-17.861368348741962,3.552713678800501e-15,16,0,0.10660323899719515,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,8,2,1,2,4.847401616400046,9.694803232800092,-17.861368348741962,0.0,81,175,0.5482490989998041,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,8,2,2,7,-7.946878311384739,-15.893756622769478,-17.861368348741962,0.0,81,175,0.5482490989998041,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,8,2,3,14,-3.5419683435385996,-7.083936687077199,-17.861368348741962,0.0,81,175,0.5482490989998041,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,8,2,4,20,-2.289239135847689,-4.578478271695378,-17.861368348741962,0.0,81,175,0.5482490989998041,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,12,3,1,2,3.2316010775997253,9.694803232799176,-17.861368348741962,0.0,256,3840,1.718158809999295,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,12,3,2,7,-5.2979188742564185,-15.893756622769256,-17.861368348741962,0.0,256,3840,1.718158809999295,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,12,3,3,14,-2.3613122290257196,-7.083936687077159,-17.861368348741962,0.0,256,3840,1.718158809999295,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,12,3,4,20,-1.5261594238982412,-4.578478271694724,-17.861368348741962,0.0,256,3840,1.718158809999295,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,16,4,1,2,2.4237008081999942,9.694803232799977,-17.861368348741962,-3.907985046680551e-14,625,64911,4.166304744998342,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,16,4,2,7,-3.9734391556922795,-15.893756622769118,-17.861368348741962,-3.907985046680551e-14,625,64911,4.166304744998342,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,16,4,3,14,-1.7709841717694463,-7.083936687077785,-17.861368348741962,-3.907985046680551e-14,625,64911,4.166304744998342,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,16,4,4,20,-1.144619567923769,-4.578478271695076,-17.861368348741962,-3.907985046680551e-14,625,64911,4.166304744998342,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,20,5,1,2,1.938960646559882,9.69480323279941,-17.861368348741962,-8.171241461241152e-14,1296,1047280,9.12081064800077,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,20,5,2,7,-3.178751324553874,-15.89375662276937,-17.861368348741962,-8.171241461241152e-14,1296,1047280,9.12081064800077,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,20,5,3,14,-1.4167873374155142,-7.083936687077571,-17.861368348741962,-8.171241461241152e-14,1296,1047280,9.12081064800077,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
78,66,20,5,4,20,-0.9156956543389028,-4.578478271694514,-17.861368348741962,-8.171241461241152e-14,1296,1047280,9.12081064800077,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,4,1,1,2,85.48414888697698,85.48414888697698,46.628373081573955,0.0,16,0,0.11589794400060782,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,4,1,2,7,0.0,0.0,46.628373081573955,0.0,16,0,0.11589794400060782,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,4,1,3,14,-38.85577580540303,-38.85577580540303,46.628373081573955,0.0,16,0,0.11589794400060782,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,4,1,4,20,0.0,0.0,46.628373081573955,0.0,16,0,0.11589794400060782,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,8,2,1,2,42.71346511064197,85.42693022128394,46.628373081573955,0.0,81,175,0.546131933999277,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,8,2,2,7,0.0,0.0,46.628373081573955,0.0,81,175,0.546131933999277,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,8,2,3,14,-19.399278569854992,-38.798557139709985,46.628373081573955,0.0,81,175,0.546131933999277,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,8,2,4,20,0.0,0.0,46.628373081573955,0.0,81,175,0.546131933999277,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,12,3,1,2,28.471308323844024,85.41392497153207,46.628373081573955,-7.105427357601002e-14,256,3840,1.7442851060004614,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,12,3,2,7,0.0,0.0,46.628373081573955,-7.105427357601002e-14,256,3840,1.7442851060004614,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,12,3,3,14,-12.928517296652728,-38.785551889958185,46.628373081573955,-7.105427357601002e-14,256,3840,1.7442851060004614,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
79,69,12,3,4,20,0.0,0.0,46.628373081573955,-7.105427357601002e-14,256,3840,1.7442851060004614,IEEE RTS 24-bus,2,331cc5d8961bc6e2bc993a6a1fd6c822173a93e4f8ce063494b93ab1abacfd8c
